BAJA CALIFORNIA,TIJUANA,TIJUANA,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM. 58,UEMSTIS,02DCT0058F
BAJA CALIFORNIA,TIJUANA,TIJUANA,CENTRO EMSAD PARA TRABAJADORES NO.2,EMSAD,02EMS0013Z
BAJA CALIFORNIA,TIJUANA,TIJUANA,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA EXTENSION MTRO. RUBEN VIZCAINO VALENCIA,COBACH,02ECB0041P
BAJA CALIFORNIA,TIJUANA,TIJUANA,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA EXTENSION TIJUANA SIGLO XXI,COBACH,02ECB0047J
BAJA CALIFORNIA,TIJUANA,TIJUANA,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA LA PRESA,COBACH,02ECB0048I
BAJA CALIFORNIA,TIJUANA,TIJUANA,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA PLANTEL EL FLORIDO,COBACH,02ECB0045L
BAJA CALIFORNIA,TIJUANA,TIJUANA,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA PLANTEL LA MESA,COBACH,02ECB0019N
ENTIDAD,MUNICIPIO,LOCALIDAD,NOMBRE DEL PLANTEL,SUBSISTEMA,CCT
BAJA CALIFORNIA,TIJUANA,TIJUANA,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA PLANTEL MTRO. RUBEN VIZCAINO VALENCIA,COBACH,02ECB0016Q
BAJA CALIFORNIA,TIJUANA,TIJUANA,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA PLANTEL NUEVA TIJUANA,COBACH,02ECB0034F
BAJA CALIFORNIA,TIJUANA,TIJUANA,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA PLANTEL TIJUANA,COBACH,02ECB0049H
BAJA CALIFORNIA,TIJUANA,TIJUANA,COLEGIO DE BACHILLERES DE BAJA CALIFORNIA PLANTEL TIJUANA SIGLO XXI,COBACH,02ECB0033G
BAJA CALIFORNIA,TIJUANA,TIJUANA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL ALTIPLANO,CECYTE,02ETC0019C
BAJA CALIFORNIA,TIJUANA,TIJUANA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL CACHANILLA,CECYTE,02ETC0015G
BAJA CALIFORNIA,TIJUANA,TIJUANA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL EL FLORIDO,CECYTE,02ETC0003B
BAJA CALIFORNIA,TIJUANA,TIJUANA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL EL NIÑO,CECYTE,02ETC0009W
BAJA CALIFORNIA,TIJUANA,TIJUANA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL LA PRESA,CECYTE,02ETC0020S
BAJA CALIFORNIA,TIJUANA,TIJUANA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL LAS AGUILAS,CECYTE,02ETC0017E
BAJA CALIFORNIA,TIJUANA,TIJUANA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL LAZARO CARDENAS,CECYTE,02ETC0025N
BAJA CALIFORNIA,TIJUANA,TIJUANA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL PACIFICO,CECYTE,02ETC0001D
BAJA CALIFORNIA,TIJUANA,TIJUANA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL PLAYAS DE TIJUANA,CECYTE,02ETC0021R
BAJA CALIFORNIA,TIJUANA,TIJUANA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL URBIVILLAS,CECYTE,02ETC0028K
BAJA CALIFORNIA,TIJUANA,TIJUANA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL VILLA DEL SOL,CECYTE,02ETC0005Z
BAJA CALIFORNIA,TIJUANA,TIJUANA,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL ZONA RIO,CECYTE,02ETC0006Z
BAJA CALIFORNIA,TIJUANA,TIJUANA,"COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA NUM. 143 ""TIJUANA II",CONALEP,02DPT0008B
BAJA CALIFORNIA,TIJUANA,TIJUANA,"COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA NUM. 18 ""TIJUANA I",CONALEP,02DPT0010Q
BAJA CALIFORNIA,TIJUANA,TIJUANA,ESCUELA PREPARATORIA FEDERAL LAZARO CARDENAS,DGB,02DBH0001K
BAJA CALIFORNIA,TIJUANA,TIJUANA,ESCUELA PREPARATORIA FEDERAL LAZARO CARDENAS II,DGB,02DBH1002Q
BAJA CALIFORNIA,TIJUANA,TIJUANA,EXTENSIÓN LA PRESA,COBACH,02ECB0050X
BAJA CALIFORNIA,TIJUANA,TIJUANA,TELEBACHILLERATO COMUNITARIO CAMINO VERDE,TELEBACHCOMUNITARIOS,02ETK0014Q
BAJA CALIFORNIA,TIJUANA,TIJUANA,TELEBACHILLERATO COMUNITARIO DE LAS CRUCES,TELEBACHCOMUNITARIOS,02ETK0003K
BAJA CALIFORNIA,TIJUANA,TIJUANA,TELEBACHILLERATO COMUNITARIO GENARO VÁZQUEZ,TELEBACHCOMUNITARIOS,02ETK0012S
BAJA CALIFORNIA,TIJUANA,TIJUANA,TELEBACHILLERATO COMUNITARIO JAVIER ROJO GÓMEZ,TELEBACHCOMUNITARIOS,02ETK0013R
BAJA CALIFORNIA,TIJUANA,TIJUANA,TELEBACHILLERATO COMUNITARIO LAS CUMBRES,TELEBACHCOMUNITARIOS,02ETK0010U
BAJA CALIFORNIA,TIJUANA,TIJUANA,TELEBACHILLERATO COMUNITARIO VISTA ENCANTADA,TELEBACHCOMUNITARIOS,02ETK0011T
BAJA CALIFORNIA SUR,COMONDÚ,BENITO JUÁREZ,CENTRO DE EDUCACIÓN MEDIA SUPERIOR A DISTANCIA NÚM. 09 BENITO JUÁREZ,EMSAD,03EMS0011A
BAJA CALIFORNIA SUR,COMONDÚ,CIUDAD CONSTITUCIÓN,CENTRO DE BACHILLERATO TECNOLÓGICO AGROPECUARIO NÚM. 294,UEMSTAYCM,03DTA0001F
BAJA CALIFORNIA SUR,COMONDÚ,CIUDAD CONSTITUCIÓN,CENTRO DE ESTUDIOS TECNOLOGICOS INDUSTRIAL Y DE SERVICIOS NUM. 81,UEMSTIS,03DCT0001D
BAJA CALIFORNIA SUR,COMONDÚ,CIUDAD CONSTITUCIÓN,"COLEGIO DE BACHILLERES DEL ESTADO DE B.C.S., PLANTEL 05",COBACH,03ECB0005J
BAJA CALIFORNIA SUR,COMONDÚ,CIUDAD CONSTITUCIÓN,"COLEGIO DE BACHILLERES DEL ESTADO DE B.C.S., PLANTEL 08",COBACH,03ECB0008G
BAJA CALIFORNIA SUR,COMONDÚ,CIUDAD CONSTITUCIÓN,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL 10,CECYTE,03ETC0013H
BAJA CALIFORNIA SUR,COMONDÚ,CIUDAD INSURGENTES,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 27,UEMSTAYCM,03DTA0027N
BAJA CALIFORNIA SUR,COMONDÚ,CIUDAD INSURGENTES,CENTRO DE EDUCACIÓN MEDIA SUPERIOR A DISTANCIA NÚM. 08 CD. INSURGENTES,EMSAD,03EMS0008N
BAJA CALIFORNIA SUR,COMONDÚ,LA POZA GRANDE,TELEBACHILLERATO COMUNITARIO 14,TELEBACHCOMUNITARIOS,03ETK0014P
BAJA CALIFORNIA SUR,COMONDÚ,LAS BARRANCAS,TELEBACHILLERATO COMUNITARIO 15,TELEBACHCOMUNITARIOS,03ETK0015O
BAJA CALIFORNIA SUR,COMONDÚ L,EY FEDERAL DE AGUAS NÚMERO CUATR,OTELEBACHILLERATO COMUNITARIO 16,TELEBACHCOMUNITARIOS,03ETK0016N
BAJA CALIFORNIA SUR,COMONDÚ,LEY FEDERAL DE AGUAS NÚMERO UNO,TELEBACHILLERATO COMUNITARIO 8,TELEBACHCOMUNITARIOS,03ETK0008E
BAJA CALIFORNIA SUR,COMONDÚ,PALO BOLA,TELEBACHILLERATO COMUNITARIO 17,TELEBACHCOMUNITARIOS,03ETK0017M
BAJA CALIFORNIA SUR,COMONDÚ,PUERTO ADOLFO LÓPEZ MATEOS,CENTRO DE EDUCACIÓN MEDIA SUPERIOR A DISTANCIA NÚM. 10 PUERTO ADOLFO LÓPEZ MATEOS,EMSAD,03EMS0013Z
BAJA CALIFORNIA SUR,COMONDÚ,PUERTO ALCATRAZ,TELEBACHILLERATO COMUNITARIO 18,TELEBACHCOMUNITARIOS,03ETK0018L
BAJA CALIFORNIA SUR,COMONDÚ,PUERTO SAN CARLOS,CENTRO DE ESTUDIOS TECNOLOGICOS DEL MAR NUM. 30,UEMSTAYCM,03DCM0004R
BAJA CALIFORNIA SUR,COMONDÚ,SAN ISIDRO,CENTRO DE EDUCACIÓN MEDIA SUPERIOR A DISTANCIA NÚM. 11 SAN ISIDRO,EMSAD,03EMS0014Y
BAJA CALIFORNIA SUR,COMONDÚ,SAN JUANICO,TELEBACHILLERATO COMUNITARIO 3,TELEBACHCOMUNITARIOS,03ETK0003J
BAJA CALIFORNIA SUR,COMONDÚ,SANTO DOMINGO,TELEBACHILLERATO COMUNITARIO 2,TELEBACHCOMUNITARIOS,03ETK0002K
BAJA CALIFORNIA SUR,COMONDÚ,VILLA IGNACIO ZARAGOZA,TELEBACHILLERATO COMUNITARIO 19,TELEBACHCOMUNITARIOS,03ETK0019K
BAJA CALIFORNIA SUR,COMONDÚ,VILLA MORELOS,TELEBACHILLERATO COMUNITARIO 31,TELEBACHCOMUNITARIOS,03ETK0031F
BAJA CALIFORNIA SUR,LA PAZ,CHAMETLA,TELEBACHILLERATO COMUNITARIO 33,TELEBACHCOMUNITARIOS,03ETK0033D
BAJA CALIFORNIA SUR,LA PAZ,EL CARDONAL,TELEBACHILLERATO COMUNITARIO 20,TELEBACHCOMUNITARIOS,03ETK0020Z
BAJA CALIFORNIA SUR,LA PAZ,EL CARRIZAL,TELEBACHILLERATO COMUNITARIO 6,TELEBACHCOMUNITARIOS,03ETK0006G
BAJA CALIFORNIA SUR,LA PAZ,EL CENTENARIO,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL 11,CECYTE,03ETC0014G
BAJA CALIFORNIA SUR,LA PAZ,EL PESCADERO,TELEBACHILLERATO COMUNITARIO 1,TELEBACHCOMUNITARIOS,03ETK0001L
BAJA CALIFORNIA SUR,LA PAZ,EL SARGENTO,TELEBACHILLERATO COMUNITARIO 21,TELEBACHCOMUNITARIOS,03ETK0021Z
BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,"CENTRO DE ATENCION PARA ESTUDIANTES CON DISCAPACIDAD, CBTIS 062",DGB (CAED),03DER0004K
BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,"CENTRO DE ATENCION PARA ESTUDIANTES CON DISCAPACIDAD, CEB 8/2",DGB (CAED),03DER0005J
BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,"CENTRO DE ATENCION PARA ESTUDIANTES CON DISCAPACIDAD, CETMAR 004",DGB (CAED),03DER0002M
BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 230,UEMSTIS,03DCT0230X
BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 62,UEMSTIS,03DCT0232V
BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,CENTRO DE EDUCACION MEDIA SUPERIOR A DISTANCIA NUM. 13 GRAL. MANUEL MARQUEZ DE LEON,EMSAD,03EMS0017V
BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,CENTRO DE ESTUDIOS DE BACHILLERATO,DGB,03DBP0002R
BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,CENTRO DE ESTUDIOS TECNOLOGICOS DEL MAR NUM. 4,UEMSTAYCM,03DCM0001U
BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,"COLEGIO DE BACHILLERES DEL ESTADO DE B.C.S., PLANTEL 01",COBACH,03ECB0001N
BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,"COLEGIO DE BACHILLERES DEL ESTADO DE B.C.S., PLANTEL 03",COBACH,03ECB0003L
BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,"COLEGIO DE BACHILLERES DEL ESTADO DE B.C.S., PLANTEL 11",COBACH,03ECB0011U
BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,"COLEGIO DE BACHILLERES DEL ESTADO DE B.C.S., SEA UNIDAD 01",PREPAABIERTA,03DEX0002X
BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,"COLEGIO DE BACHILLERES DEL ESTADO DE B.C.S., SEA UNIDAD 01",,03ECB0012T
BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL 08 LA PAZ,CECYTE,03ETC0008W
BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,"COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA NUM. 19 PLANTEL ""LA PAZ""",CONALEP,03DPT0001H
BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,OFICINA DE PREPARATORIA ABIERTA EN LA PAZ,PREPAABIERTA,03DEX0001Y
BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,TELEBACHILLERATO COMUNITARIO 32,TELEBACHCOMUNITARIOS,03ETK0032E
BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,TELEBACHILLERATO COMUNITARIO 34,TELEBACHCOMUNITARIOS,03ETK0034C
BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,TELEBACHILLERATO COMUNITARIO 35,TELEBACHCOMUNITARIOS,03ETK0035B
BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,TELEBACHILLERATO COMUNITARIO 45,TELEBACHCOMUNITARIOS,03ETK0045I
BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,TELEBACHILLERATO COMUNITARIO 46,TELEBACHCOMUNITARIOS,03ETK0046H
BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,TELEBACHILLERATO COMUNITARIO 47,TELEBACHCOMUNITARIOS,03ETK0047G
BAJA CALIFORNIA SUR,LA PAZ,LA SOLEDAD,TELEBACHILLERATO COMUNITARIO 13,TELEBACHCOMUNITARIOS,03ETK0013Q
ENTIDAD,MUNICIPIO,LOCALIDAD,NOMBRE DEL PLANTEL,SUBSISTEMA,CCT
BAJA CALIFORNIA SUR,LA PAZ,LAS POCITAS,CENTRO DE EDUCACIÓN MEDIA SUPERIOR A DISTANCIA NÚM. 12 LAS POCITAS,EMSAD,03EMS0016W
BAJA CALIFORNIA SUR,LA PAZ,LOS BARRILES,CENTRO DE EDUCACIÓN MEDIA SUPERIOR A DISTANCIA NÚM. 16 LOS BARRILES,EMSAD,03EMS0020I
BAJA CALIFORNIA SUR,LA PAZ,MELITÓN ALBÁÑEZ DOMÍNGUEZ,CENTRO DE EDUCACION MEDIA SUPERIOR A DISTANCIA NUM. 14 MELITON ALBAÑEZ,EMSAD,03EMS0018U
BAJA CALIFORNIA SUR,LA PAZ,NCPE CONQUISTA AGRARIA,TELEBACHILLERATO COMUNITARIO 22,TELEBACHCOMUNITARIOS,03ETK0022Y
BAJA CALIFORNIA SUR,LA PAZ,OLAS ALTAS,TELEBACHILLERATO COMUNITARIO 36,TELEBACHCOMUNITARIOS,03ETK0036A
BAJA CALIFORNIA SUR,LA PAZ,SAN ANTONIO,TELEBACHILLERATO COMUNITARIO 23,TELEBACHCOMUNITARIOS,03ETK0023X
BAJA CALIFORNIA SUR,LA PAZ,SAN JUAN DE LA COSTA,TELEBACHILLERATO COMUNITARIO 24,TELEBACHCOMUNITARIOS,03ETK0024W
BAJA CALIFORNIA SUR,LA PAZ,SAN JUAN DE LOS PLANES,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL 09 LOS PLANES,CECYTE,03ETC0009V
BAJA CALIFORNIA SUR,LA PAZ,SAN PEDRO,TELEBACHILLERATO COMUNITARIO 7,TELEBACHCOMUNITARIOS,03ETK0007F
BAJA CALIFORNIA SUR,LA PAZ,SANTA RITA,TELEBACHILLERATO COMUNITARIO 25,TELEBACHCOMUNITARIOS,03ETK0025V
BAJA CALIFORNIA SUR,LA PAZ,TODOS SANTOS,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL 02 TODOS SANTOS,CECYTE,03ETC0001C
BAJA CALIFORNIA SUR,LORETO,LIGÜÍ,TELEBACHILLERATO COMUNITARIO 4,TELEBACHCOMUNITARIOS,03ETK0004I
BAJA CALIFORNIA SUR,LORETO,LORETO,CENTRO DE ESTUDIOS DE BACHILLERATO 5/2 JOSE VASCONCELOS,DGB,03DBP0001S
BAJA CALIFORNIA SUR,LORETO,LORETO,"COLEGIO DE BACHILLERES DEL ESTADO DE B.C.S., PLANTEL 09",COBACH,03ECB0009F
BAJA CALIFORNIA SUR,LORETO,LORETO,EXTENSIÓN DEL CETMAR 30 LORETO,UEMSTAYCM,03XCM0002G
BAJA CALIFORNIA SUR,LORETO,PUERTO AGUA VERDE,TELEBACHILLERATO COMUNITARIO 26,TELEBACHCOMUNITARIOS,03ETK0026U
BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 256,UEMSTIS,03DCT0003B
BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,CENTRO DE ESTUDIOS TECNOLOGICOS DEL MAR NUM. 31,UEMSTAYCM,03DCM0031O
BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,"COLEGIO DE BACHILLERES DEL ESTADO DE B.C.S., PLANTEL 04",COBACH,03ECB0004K
BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,"COLEGIO DE BACHILLERES DEL ESTADO DE B.C.S., PLANTEL 10",COBACH,03ECB0010V
BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL 05 CABO SAN LUCAS,CECYTE,03ETC0005Z
BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,TELEBACHILLERATO COMUNITARIO 37,TELEBACHCOMUNITARIOS,03ETK0037Z
BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,TELEBACHILLERATO COMUNITARIO 38,TELEBACHCOMUNITARIOS,03ETK0038Z
BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,TELEBACHILLERATO COMUNITARIO 39,TELEBACHCOMUNITARIOS,03ETK0039Y
BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,TELEBACHILLERATO COMUNITARIO 48,TELEBACHCOMUNITARIOS,03ETK0048F
BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,TELEBACHILLERATO COMUNITARIO 49,TELEBACHCOMUNITARIOS,03ETK0049E
BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,TELEBACHILLERATO COMUNITARIO 50,TELEBACHCOMUNITARIOS,03ETK0050U
BAJA CALIFORNIA SUR,LOS CABOS,CABO SAN LUCAS,TELEBACHILLERATO COMUNITARIO 51,TELEBACHCOMUNITARIOS,03ETK0051T
BAJA CALIFORNIA SUR,LOS CABOS,LA RIBERA,TELEBACHILLERATO COMUNITARIO 12,TELEBACHCOMUNITARIOS,03ETK0012R
BAJA CALIFORNIA SUR,LOS CABOS,MIRAFLORES,TELEBACHILLERATO COMUNITARIO 11,TELEBACHCOMUNITARIOS,03ETK0011S
BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSÉ DEL CABO,"CENTRO DE ATENCION PARA ESTUDIANTES CON DISCAPACIDAD, CECATI 106",DGB (CAED),03DER0001N
BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSÉ DEL CABO,CENTRO DE ESTUDIOS TECNOLÓGICOS DEL MAR 39,UEMSTAYCM,03DCM0003S
BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSÉ DEL CABO,"COLEGIO DE BACHILLERES DEL ESTADO DE B.C.S., PLANTEL 02",COBACH,03ECB0002M
BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSÉ DEL CABO,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL 04 SAN JOSE,CECYTE,03ETC0004Z
BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSÉ DEL CABO,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL 07,CECYTE,03ETC0007X
BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSÉ DEL CABO,"COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA PLANTEL ""SAN JOSE DEL CABO""",CONALEP,03DPT0002G
BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSÉ DEL CABO,TELEBACHILLERATO COMUNITARIO 40,TELEBACHCOMUNITARIOS,03ETK0040N
BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSÉ DEL CABO,TELEBACHILLERATO COMUNITARIO 42,TELEBACHCOMUNITARIOS,03ETK0042L
BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSÉ DEL CABO,TELEBACHILLERATO COMUNITARIO 52,TELEBACHCOMUNITARIOS,03ETK0052S
BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSÉ DEL CABO,TELEBACHILLERATO COMUNITARIO 53,TELEBACHCOMUNITARIOS,03ETK0053R
BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSÉ DEL CABO,TELEBACHILLERATO COMUNITARIO 54,TELEBACHCOMUNITARIOS,03ETK0054Q
BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSÉ DEL CABO,TELEBACHILLERATO COMUNITARIO 55,TELEBACHCOMUNITARIOS,03ETK0055P
BAJA CALIFORNIA SUR,LOS CABOS,SANTIAGO,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL SANTIAGO,CECYTE,03ETC0002B
BAJA CALIFORNIA SUR,MULEGÉ,BAHÍA ASUNCIÓN,CENTRO DE EDUCACIÓN MEDIA SUPERIOR A DISTANCIA NÚM. 01 BAHÍA ASUNCIÓN,EMSAD,03EMS0001U
BAJA CALIFORNIA SUR,MULEGÉ,BAHÍA TORTUGAS,CENTRO DE EDUCACIÓN MEDIA SUPERIOR A DISTANCIA NÚM. 03 BAHÍA TORTUGAS,EMSAD,03EMS0003S
BAJA CALIFORNIA SUR,MULEGÉ,BENITO JUÁREZ,TELEBACHILLERATO COMUNITARIO 28,TELEBACHCOMUNITARIOS,03ETK0028S
BAJA CALIFORNIA SUR,MULEGÉ EJID,O LICENCIADO ALFREDO VLADIMIR BO,NTFEILLEBACHILLERATO COMUNITARIO 9,TELEBACHCOMUNITARIOS,03ETK0009D
BAJA CALIFORNIA SUR,MULEGÉ,EJIDO LUIS ECHEVERRÍA,TELEBACHILLERATO COMUNITARIO 29,TELEBACHCOMUNITARIOS,03ETK0029R
BAJA CALIFORNIA SUR,MULEGÉ,EJIDO SAN LUCAS,TELEBACHILLERATO COMUNITARIO 10,TELEBACHCOMUNITARIOS,03ETK0010T
BAJA CALIFORNIA SUR,MULEGÉ,EL DÁTIL,TELEBACHILLERATO COMUNITARIO 56,TELEBACHCOMUNITARIOS,03ETK0056O
BAJA CALIFORNIA SUR,MULEGÉ,EL SILENCIO,TELEBACHILLERATO COMUNITARIO 41,TELEBACHCOMUNITARIOS,03ETK0041M
BAJA CALIFORNIA SUR,MULEGÉ,GUERRERO NEGRO,"CENTRO DE ATENCION PARA ESTUDIANTES CON DISCAPACIDAD, CETMAR 021",DGB (CAED),03DER0003L
BAJA CALIFORNIA SUR,MULEGÉ,GUERRERO NEGRO,CENTRO DE ESTUDIOS TECNOLOGICOS DEL MAR NUM. 21,UEMSTAYCM,03DCM0002T
BAJA CALIFORNIA SUR,MULEGÉ,GUERRERO NEGRO,"COLEGIO DE BACHILLERES DEL ESTADO DE B.C.S., PLANTEL 07",COBACH,03ECB0007H
BAJA CALIFORNIA SUR,MULEGÉ,GUSTAVO DÍAZ ORDAZ,TELEBACHILLERATO COMUNITARIO 43,TELEBACHCOMUNITARIOS,03ETK0043K
BAJA CALIFORNIA SUR,MULEGÉ,HEROICA MULEGÉ,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL MULEGE,CECYTE,03ETC0003A
BAJA CALIFORNIA SUR,MULEGÉ,ISLA SAN MARCOS,TELEBACHILLERATO COMUNITARIO 30,TELEBACHCOMUNITARIOS,03ETK0030G
BAJA CALIFORNIA SUR,MULEGÉ,LA BOCANA,CENTRO DE EDUCACIÓN MEDIA SUPERIOR A DISTANCIA NÚM. 06 LA BOCANA,EMSAD,03EMS0006P
BAJA CALIFORNIA SUR,MULEGÉ,PUNTA ABREOJOS,TELEBACHILLERATO COMUNITARIO 44,TELEBACHCOMUNITARIOS,03ETK0044J
BAJA CALIFORNIA SUR,MULEGÉ,SAN BRUNO,TELEBACHILLERATO COMUNITARIO 5,TELEBACHCOMUNITARIOS,03ETK0005H
BAJA CALIFORNIA SUR,MULEGÉ,SAN IGNACIO,CENTRO DE EDUCACIÓN MEDIA SUPERIOR A DISTANCIA NÚM. 07 SAN IGNACIO,EMSAD,03EMS0007O
BAJA CALIFORNIA SUR,MULEGÉ,SANTA ROSALÍA,CENTRO DE BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS NUM. 69,UEMSTIS,03DCT0242B
BAJA CALIFORNIA SUR,MULEGÉ,SANTA ROSALÍA,"COLEGIO DE BACHILLERES DEL ESTADO DE B.C.S., PLANTEL 06",COBACH,03ECB0006I
BAJA CALIFORNIA SUR,MULEGÉ VILL,A ALBERTO ANDRÉS ALVARADO ARÁMB,UCROOLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL 06,CECYTE,03ETC0006Y
CAMPECHE,CALAKMUL,CONSTITUCIÓN,EDUCACION MEDIA SUPERIOR A DISTANCIA 22 CONSTITUCION,EMSAD,04EMS0022F
CAMPECHE,CALAKMUL,EL CARMEN II (LAS CARMELAS),EDUCACION MEDIA SUPERIOR A DISTANCIA 13 EL CARMEN II,EMSAD,04EMS0013Y
CAMPECHE,CALAKMUL,EL TESORO,EDUCACION MEDIA SUPERIOR A DISTANCIA 14 EL TESORO,EMSAD,04EMS0014X
CAMPECHE,CALAKMUL JO,SÉ MARÍA MORELOS Y PAVÓN (CIVALIT,OE)DUCACION MEDIA SUPERIOR A DISTANCIA 08 JOSE MARIA MORELOS Y PAVON,EMSAD,04EMS0008M
CAMPECHE,CALAKMUL,UNIÓN 20 DE JUNIO (MANCOLONA),TELEBACHILLERATO COMUNITARIO,TELEBACHCOMUNITARIOS,04ETK0003I
CAMPECHE,CALAKMUL,XPUJIL,COLEGIO DE BACHILLERES PLANTEL 14 XPUJIL,COBACH,04ECB0014Q
CAMPECHE,CALAKMUL,ZOH-LAGUNA (ÁLVARO OBREGÓN),CENTRO DE BACHILLERATO TECNOLOGICO FORESTAL NUM. 7,UEMSTAYCM,04DTA0007Z
